"isn_seq";"ano";"cod_acao";"titulo";"dt_carga"
"15433";"2015";"14329";"Garantia de Acesso a Serviços, Programas e Projetos de Proteção Social Básica p";"2015-04-22"
"15434";"2015";"14330";"Cofinanciamento dos Serviços de Proteção e Atendimento Integral à Família - PAI";"2015-04-22"
"15435";"2015";"14331";"Proteção Social à Criança, Adolescentes e Famílias em Situação de Vulnerabilida";"2015-04-22"
"15436";"2015";"14332";"Garantia de Acesso a Serviços, Programas e Projetos de Proteção Social Básica p";"2015-04-22"
"15437";"2015";"14333";"Apoio Financeiro às Entidades Não Governamentais da Proteção Social";"2015-04-22"
"15438";"2015";"14334";"Cofinanciamento, Implantação e Acompanhamento das Ações do CREAS";"2015-04-22"
"15439";"2015";"14335";"Apoio à Implementação do Restaurante Popular";"2015-04-22"
"15440";"2015";"14336";"Realização de Eventos e Assessoramento aos Municípios para Criação dos Marcos R";"2015-04-22"
"15441";"2015";"14337";"Difusão da Política de Novos Conceitos de Segurança Alimentar no Estado - SAN";"2015-04-22"
"15442";"2015";"14338";"Difusão da Política de Segurança Alimentar e Nutricional no Estado do Ceará - C";"2015-04-22"
"15443";"2015";"14339";"Viabilização de Eventos Comemorativos da Semana da Alimentação";"2015-04-22"
"15444";"2015";"14340";"Fortalecimento do Exercício do Controle Social com a Implantação de Conselhos M";"2015-04-22"
"15445";"2015";"14341";"Manutenção do Conselho Estadual de SAN - CONSEA-CE";"2015-04-22"
"15446";"2015";"14342";"Assessoramento dos Serviços de Alimentação das Unidades de Atendimento da STDS";"2015-04-22"
"15447";"2015";"14343";"Projeto Cocó - Urbanização de Áreas ao Longo do Rio Cocó e Equipamentos Comunit";"2015-04-22"
"15448";"2015";"14344";"PROINFTUR - Comp III a - Infraestrutura Turística: Ampliação da Estrada CE 085";"2015-04-22"
"15449";"2015";"14345";"ACQUÁRIO - Comp I a IV - Equipamentos";"2015-04-22"
"15450";"2015";"14346";"Apoio à Redução da Extrema Pobreza no Estado do Ceará";"2015-04-22"
"15451";"2015";"14347";"Realização de cursos de Educação Ambiental na região do Geopark Araripe";"2015-04-22"
"15452";"2015";"14348";"Realização de cursos de capacitação e palestras para agentes multiplicadores am";"2015-04-22"
"15453";"2015";"14349";"Criação de Unidades de Conservação no Estado do Ceará";"2015-04-22"
"15454";"2015";"14350";"Implantação do projeto Sementes do Trabalho";"2015-04-22"
"15455";"2015";"14351";"Elaboração do Zoneamento Ecológico Econômico na zona costeira, caatinga e serra";"2015-04-22"
"15456";"2015";"14352";"Aquisicao, desenvolvimento e implantacao de sistemas";"2015-04-22"
"15457";"2015";"14353";"Implantação do Processo Judicial Automatizado e Virtualizado";"2015-04-22"
"15458";"2015";"14355";"Realização de Eventos";"2015-04-22"
"15459";"2015";"14356";"Modernizacao da infraestrutura de tecnologia da informacao";"2015-04-22"
"15460";"2015";"14357";"Melhorias na Infraestrutura do Poder Judiciário";"2015-04-22"
"15461";"2015";"14358";"Implantação da Divisão de Combate ao Tráfico de Drogas";"2015-04-22"
"15462";"2015";"14359";"Implantação da Delegacia do Turismo e 2º Distrito";"2015-04-22"
"15463";"2015";"14360";"Implantação do Arco Rodoviário Metropolitano";"2015-04-22"
"15464";"2015";"14364";"ESTUDOS E PROJETOS / QUADRA POLIESPORTIVA / CAMPOS SALES (QUIXARIÚ)";"2015-04-22"
"15465";"2015";"14365";"ESTUDOS E PROJETOS / CENTRO DE ESPECIALIDADES ODONTOLÓGICAS - CEO / CATARINA";"2015-04-22"
"15466";"2015";"14366";"ESTUDOS E PROJETOS / CENTRO DE ESPECIALIDADES ODONTOLÓGICAS - CEO / LAVRAS DA M";"2015-04-22"
"15467";"2015";"14367";"ESTUDOS E PROJETOS / RECUPERAÇÃO DO SANGRADOURO DA BARRAGEM DO SÍTIO LAGOA ABER";"2015-04-22"
"15468";"2015";"14368";"ESTUDOS E PROJETOS / HABITAÇÕES DE INTERESSE SOCIAL / MILAGRES.";"2015-04-22"
"15469";"2015";"14370";"ESTUDOS E PROJETOS / RECUPERAÇÃO DA ESCOLA ENSINO MÉDIO FILGUEIRAS LIMA / LAVRA";"2015-04-22"
"15470";"2015";"14371";"ESTUDOS E PROJETOS / HABITAÇÕES DE INTERESSE SOCIAL / PRO-MORADIA / LAVRAS DA M";"2015-04-22"
"15471";"2015";"14372";"ESTUDOS E PROJETOS / MODERNIZAÇÃO DO SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA E";"2015-04-22"
"15472";"2015";"14373";"ESTUDOS E PROJETOS / MODERNIZAÇÃO DO SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA E";"2015-04-22"
"15473";"2015";"14374";"ESTUDOS E PROJETOS / MODERNIZAÇÃO DO SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA E";"2015-04-22"
"15474";"2015";"14375";"ESTUDOS E PROJETOS / ""DESENVOLVENDO O EMPREENDEDORISMO E O ARTESANATO"" QUINTAIU";"2015-04-22"
"15475";"2015";"14376";"ESTUDOS E PROJETOS / PRAÇA DA JUVENTUDE / CEDRO.";"2015-04-22"
"15476";"2015";"14377";"ESTUDOS E PROJETOS / PRAÇA DA JUVENTUDE / MILAGRES.";"2015-04-22"
"15477";"2015";"14378";"ESTUDOS E PROJETOS / PRAÇA DA JUVENTUDE / LAVRAS DA MANGABEIRA.";"2015-04-22"
"15478";"2015";"14379";"ESTUDOS E PROJETOS / RODOVIA LAVRAS DA MANGABEIRA - AURORA (VIA IBOREPI).";"2015-04-22"
"15479";"2015";"14380";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFÁLTICA / RODOVIA LAVRAS - BR 116 / VIA AMA";"2015-04-22"
"15480";"2015";"14381";"ESTUDOS E PROJETOS / AMPLIAÇÃO DA REDE DE ABASTECIMENTO DE ÁGUA  / LAVRAS DA MA";"2015-04-22"
"15481";"2015";"14382";"ESTUDOS E PROJETOS / CONSTRUÇÃO DA PONTE SOBRE O RIO SALGADO/ LAVRAS DA MANGABE";"2015-04-22"
"15482";"2015";"14384";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFALTICA DA ESTRADA QUE LIGA A SEDE DO MUNIC";"2015-04-22"
"15483";"2015";"14385";"ESTUDOS E PROJETOS / REDE DE ABASTECIMENTO DE ÁGUA/ URUBURETAMA (SANTA LUZIA)";"2015-04-22"
"15484";"2015";"14386";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFÁLTICA DA ESTRADA VALTER LOPES - DA PRAÇA ";"2015-04-22"
"15485";"2015";"14387";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFÁLTICA ESTRADA DA TANGUEIRA/OLHO DÁGUA - M";"2015-04-22"
"15486";"2015";"14388";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFÁLTICA CE-354 (AMANARI/BU)";"2015-04-22"
"15487";"2015";"14389";"ESTUDOS E PROJETOS / SISTEMA DE ABASTECIMENTO DE ÁGUA/PARACURU( VOLTA REDONDA)";"2015-04-22"
"15488";"2015";"14390";"ESTUDOS E PROJETOS / AQUISIÇÃO DE EQUIPAMENTOS DAS UNIDADES BÁSICAS DE SAÚDE DA";"2015-04-22"
"15489";"2015";"14391";"ESTUDOS E PROJETOS / REVITALIZAÇÃO DO RIO SALGADINHO";"2015-04-22"
"15490";"2015";"14392";"ESTUDOS E PROJETOS / ATENDIMENTO DE FONOAUDIÓLOGOS NAS ESCOLAS PÚBLICAS/ BREJO ";"2015-04-22"
"15491";"2015";"14393";"ESTUDOS E PROJETOS / SANEAMENTO RUA DO ARAME-PARAIPABA";"2015-04-22"
"15492";"2015";"14394";"ESTUDOS E PROJETOS / CENTRO DE RECUPERAÇÃO DE DEPENDENTES  QUIMICOS";"2015-04-22"
"15493";"2015";"14395";"ESTUDOS E PROJETOS / APOIO AO TURISMO RELIGIOSO/ BREJO SANTO";"2015-04-22"
"15494";"2015";"14396";"ESTUDOS E PROJETOS / RODOVIA ARACATI / MORRINHOS";"2015-04-22"
"15495";"2015";"14397";"ESTUDOS E PROJETOS / CONSTRUÇÃO DO POSTO DE SAÚDE DE ATENDIMENTO PRIMÁRIO DO PS";"2015-04-22"
"15496";"2015";"14398";"ESTUDOS E PROJETOS / RODOVIA UMIRIM / SÃO JOAQUIM";"2015-04-22"
"15497";"2015";"14399";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFÁLTICA DA RODOVIA MISSÃO VELHA - AURORA (V";"2015-04-22"
"15498";"2015";"14400";"ESTUDOS E PROJETOS / DELEGACIA DO TURISMO";"2015-04-22"
"15499";"2015";"14401";"ESTUDOS E PROJETOS / CONSTRUÇÃO DE CISTERNAS DE PLACAS";"2015-04-22"
"15500";"2015";"14402";"ESTUDOS E PROJETOS / REFORMA E AMPLIAÇÃO DO ESTÁDIO ROMEIRÃO";"2015-04-22"
"15501";"2015";"14403";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFALTICA /GUARAMIRANGA-CARIDADE (VIA CAMPOS ";"2015-04-22"
"15502";"2015";"14404";"ESTUDOS E PROJETOS / CONSTRUÇÃO DO CONTORNO DA SEDE DO MUNICIPIO DE CARIRIAÇU";"2015-04-22"
"15503";"2015";"14405";"ESTUDOS E PROJETOS / APOIO AOS ESPORTES RADICAIS";"2015-04-22"
"15504";"2015";"14406";"ESTUDOS E PROJETOS /QUADRA POLIESPORTIVASÃO LUIS DO CURU";"2015-04-22"
"15505";"2015";"14407";"ESTUDOS E PROJETOS / CONSTRUÇÃO DO TELEFÉRICO (CENTRO DE APOIO O ROMEIRO - HORT";"2015-04-22"
"15506";"2015";"14408";"ESTUDOS E PROJETOS / ESTRUTURAÇÃO DE ABASTECIMENTO DE ÁGUA EM LOCALIDADES URBAN";"2015-04-22"
"15507";"2015";"14409";"ESTUDOS E PROJETOS /QUADRA POLIESPORTIVA/ARACATI";"2015-04-22"
"15508";"2015";"14410";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFÁLTICA DA RODOVIA BREJO SANTO - ABAIARA (V";"2015-04-22"
"15509";"2015";"14411";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFÁLTICA DA RODOVIA BREJO SANTO - MISSÃO VEL";"2015-04-22"
"15510";"2015";"14412";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFÁLTICA DA CE 397/ BREJO SANTO - MAURITI";"2015-04-22"
"15511";"2015";"14413";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFÁLTICA/ RODOVIA BREJO SANTO/ BAIXIO DO BOI";"2015-04-22"
"15512";"2015";"14414";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFÁLTICA DA RODOVIA PORTEIRAS-BREJO SANTO (V";"2015-04-22"
"15513";"2015";"14415";"ESTUDOS E PROJETOS / MATADOURO PÚBLICO/ CRATO.";"2015-04-22"
"15514";"2015";"14416";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFÁLTICA DA RODOVIA JARDIM - BR116 VIA CORRE";"2015-04-22"
"15515";"2015";"14417";"ESTUDOS E PROJETOS /  AEROPORTO DE BREJO SANTO";"2015-04-22"
"15516";"2015";"14418";"ESTUDOS E PROJETOS / RECUPERAÇÃO DO TRECHO: ICAPUÍ - MELANCIAS";"2015-04-22"
"15517";"2015";"14419";"ESTUDOS E PROJETOS / CONSTRUÇÃO DE DELEGACIAS EM PORTEIRA.";"2015-04-22"
"15518";"2015";"14420";"ESTUDOS E PROJETOS / RECUPERAÇÃO DO TRECHO: ICAPUÍ - BARRA GRANDE";"2015-04-22"
"15519";"2015";"14421";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFALTICA / ITAPIPOCA(SEDE) - MARAÍMA (BROTAS";"2015-04-22"
"15520";"2015";"14422";"ESTUDOS E PROJETOS / PRAÇA PÚBLICA/CATUANA-CAUCAIA";"2015-04-22"
"15521";"2015";"14423";"ESTUDOS E PROJETOS / QUADRA POLIESPORTIVA/ CRATO.";"2015-04-22"
"15522";"2015";"14424";"ESTUDOS E PROJETOS / ESTRUTURAÇÃO DE ABASTECIMENTO DE ÁGUA EM LOCALIDADES RURAI";"2015-04-22"
"15523";"2015";"14425";"ESTUDOS E PROJETOS / CONSTRUÇÃO DO TRECHO ICAPUÍ - CACIMBA FUNDA(23KM)";"2015-04-22"
"15524";"2015";"14426";"ESTUDOS E PROJETOS E REEQUIPAMENTOS DOS POSTOS FISCAIS DA SEFAZ";"2015-04-22"
"15525";"2015";"14427";"ESTUDOS E PROJETOS / PRAÇA  PÚBLICA/SÃO LUIS DO CURU";"2015-04-22"
"15526";"2015";"14428";"ESTUDOS E PROJETOS / REFORMA DO HOSPITAL MUNICIPAL DE ICAPUÍ";"2015-04-22"
"15527";"2015";"14429";"ESTUDOS E PROJETOS / CONSTRUÇÃO DE MORADIA POPULAR.";"2015-04-22"
"15528";"2015";"14430";"ESTUDOS E PROJETOS /INFRAESTRUTURA TURÍSTICA/AÇUDE DE BANABUIU";"2015-04-22"
"15529";"2015";"14431";"ESTUDOS E PROJETOS / URBANIZAÇÃO DA LOCALIDADE PRAIA DO CEARÁ - ICAPUÍ";"2015-04-22"
"15530";"2015";"14432";"ESTUDOS E PROJETOS / PONTE SOBRE O RIO GRANJEIRO/ CRATO.";"2015-04-22"
"15531";"2015";"14433";"ESTUDOS E PROJETOS / AVALIAÇÃO DE POLÍTICAS DESTINADAS À CRIANÇA E AO ADOLESCEN";"2015-04-22"
"15532";"2015";"14434";"ESTUDOS E PROJETOS / CONSTRUÇÃO DE GINÁSIO MULTIUSO DO MUNICÍPIO DE ICAPUÍ";"2015-04-22"
"15533";"2015";"14435";"ESTUDOS E PROJETOS / CONSTRUÇÃO DE CENTRO DE ARTESANATO/BREJO SANTO";"2015-04-22"
"15534";"2015";"14436";"ESTUDOS E PROJETOS / PONTE SOBRE O RIO CEARÁ/ CRATO.";"2015-04-22"
"15535";"2015";"14437";"ESTUDOS E PROJETOS / CONSTRUÇÃO DO POSTO AVANÇADO DO DETRAN EM BREJO SANTO";"2015-04-22"
"15536";"2015";"14438";"ESTUDOS E PROJETOS / AMPLIAÇÃO DA OFERTA DE LEITOS NEONATAIS";"2015-04-22"
"15537";"2015";"14439";"ESTUDOS E PROJETOS / INFRA-ESTRUTURA TURÍSTICA/ CACHOEIRA DE MISSÃO VELHA";"2015-04-22"
"15538";"2015";"14440";"ESTUDOS E PROJETOS /DUPLICAÇÃO DE RODOVIAS ESTADUAIS/ ACESSO A MARACANAÚ.";"2015-04-22"
"15808";"2015";"14729";"ESTUDOS E PROJETOS / RODOVIA PORANGA - TERESINA(PI)";"2015-04-22"
"15539";"2015";"14441";"ESTUDOS E PROJETOS / AQUISIÇÃO DE EQUIPAMENTOS PARA HOSPITAL SANTA LUZIA DE MAR";"2015-04-22"
"15540";"2015";"14442";"ESTUDOS E PROJETOS / ESCOLA PROFISSIONALIZANTE/MARACANAÚ(MUCUNÃ)";"2015-04-22"
"15541";"2015";"14443";"ESTUDOS E PROJETOS / AQUISIÇÃO DE EQUIPAMENTOS PARA O HOSPITAL SÃO RAIMUNDO NON";"2015-04-22"
"15542";"2015";"14444";"ESTUDOS E PROJETOS / MICRO E MACRO DRENAGEM/MARACANAÚ";"2015-04-22"
"15543";"2015";"14445";"ESTUDOS E PROJETOS / AQUISIÇÃO DE EQUIPAMENTOS  PARA O HOSPITAL PADRE QUILIANO ";"2015-04-22"
"15544";"2015";"14446";"ESTUDOS E PROJETOS / AQUISIÇÃO DE EQUIPAMENTOS PARA O HOSPITAL E MATERNIDADE SA";"2015-04-22"
"15545";"2015";"14447";"ESTUDOS E PROJETOS / CENTRO DE EDUCAÇÃO E DESENVOLVIMENTO INFANTIL ARACATI";"2015-04-22"
"15546";"2015";"14448";"ESTUDOS E PROJETOS / AQUISIÇÃO DE EQUIPAMENTOS PARA O HOSPITAL E MATERNIDADE JO";"2015-04-22"
"15547";"2015";"14449";"ESTUDOS E PROJETOS / CAMPANHA PUBLICITÁRIA DE COMBATE AO USO E TRÁFICO DE DROGA";"2015-04-22"
"15548";"2015";"14450";"ESTUDOS E PROJETOS / AQUISIÇÃO DE EQUIPAMENTOS PARA O HOSPITAL E MATERNIDADE DE";"2015-04-22"
"15549";"2015";"14451";"ESTUDOS E PROJETOS / CONSERVAÇÃO DE RODOVIA / CE-060 - IGUATU";"2015-04-22"
"15550";"2015";"14452";"ESTUDOS E PROJETOS / CENTRAL DE ATENDIMENTO AO CIDADÃO DA DPGE";"2015-04-22"
"15551";"2015";"14453";"ESTUDOS E PROJETOS / RODOVIA IGUATÚ - JUCÁS (VIA BAÚ)";"2015-04-22"
"15552";"2015";"14454";"ESTUDOS E PROJETOS / NÚCLEO DE INTERNAÇÃO E RESSOCIALIZAÇÃO DE DEPENDENTES QUÍM";"2015-04-22"
"15553";"2015";"14455";"ESTUDOS E PROJETOS / CENTRAL DE ATENDIMENTO AO CIDADÃO DA DPGE";"2015-04-22"
"15554";"2015";"14456";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFÁLTICA - REGIÃO METROPOLITANA DO CARIRÍ";"2015-04-22"
"15555";"2015";"14457";"ESTUDOS E PROJETOS / URBANIZAÇÃO DAS MARGENS DO AÇUDE BANABUIU";"2015-04-22"
"15556";"2015";"14458";"ESTUDOS E PROJETOS / RODOVIA CRATO - NOVA OLINDA (VIA SANTA FÉ)";"2015-04-22"
"15557";"2015";"14459";"UnidadeVapt - Vupt Iguatu";"2015-04-22"
"15558";"2015";"14460";"ESTUDOS E PROJETOS / RECUPERAÇÃO DE RODOVIA ARACATI A CAJUEIRO";"2015-04-22"
"15559";"2015";"14461";"ESTUDOS E PROJETOS / APOIO FINANCEIRO A ENTIDADES QUE ATUAM COM EVENTOS JUNINOS";"2015-04-22"
"15560";"2015";"14462";"ESTUDOS E PROJETOS / QUADRA POLIESPORTIVA / CAUCAIA (SÍTIOS NOVOS)";"2015-04-22"
"15561";"2015";"14463";"ESTUDOS E PROJETOS / APOIO A IMPLEMENTAÇÃO DE EQUIPAMENTOS PÚBLICOS DE ALIMENTA";"2015-04-22"
"15562";"2015";"14465";"ESTUDOS E PROJETOS / DELEGACIA REGIONAL DE POLICIA CIVIL IGUATU.";"2015-04-22"
"15563";"2015";"14466";"ESTUDOS E PROJETOS / APOIO FINANCEIRO NA DIVULGAÇÃO DA EXPOIGUATU.";"2015-04-22"
"15564";"2015";"14467";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO (3 KM) DA LOCALIDADE DE LAGOA VERMELHA, EM JA";"2015-04-22"
"15565";"2015";"14468";"ESTUDOS E PROJETOS /  ESCOLA PROFISSIONALIZANTE / SÃO GONÇALO DO AMARANTE.";"2015-04-22"
"15566";"2015";"14469";"ESTUDOS E PROJETOS/ SISTEMA DE ABASTECIMENTO DE ÁGUA/ PARACURÚ(MURIM).";"2015-04-22"
"15567";"2015";"14470";"ESTUDOS E PROJETOS / CADEIA PÚBLICA / SÃO GONÇALO DO AMARANTE";"2015-04-22"
"15568";"2015";"14471";"ESTUDOS E PROJETOS / APOIO FINANCEIRO A ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCI";"2015-04-22"
"15569";"2015";"14472";"ESTUDOS E PROJETOS / CICLOVIA CE 060 - IGUATU (CHAPADINHA - CAJAZEIRAS)";"2015-04-22"
"15570";"2015";"14473";"ESTUDOS E PROJETOS / ESCOLA PROFISSIONALIZANTE/SÃO LUIZ DO CURU.";"2015-04-22"
"15571";"2015";"14474";"ESTUDOS E PROJETOS / URBANIZAÇÃO DAS MARGENS DO AÇUDE PEREIRA DE MIRANDA /PENTE";"2015-04-22"
"15572";"2015";"14476";"ESTUDOS E PROJETOS / SANEAMENTO BÁSICO - TAÍBA";"2015-04-22"
"15573";"2015";"14477";"ESTUDOS E PROJETOS / COMBATE AO ABUSO E A EXPLORAÇÃO SEXUAL DA CRIANÇA E DO ADO";"2015-04-22"
"15574";"2015";"14478";"ESTUDOS E PROJETOS / URBANIZAÇÃO DA ORLA MARÍTIMA - TAÍBA";"2015-04-22"
"15575";"2015";"14479";"ESTUDOS E PROJETOS / INCLUSÃO DIGITAL DAS PESSOAS COM DEFICIÊNCIA.";"2015-04-22"
"15576";"2015";"14480";"ESTUDOS E PROJETOS / RESIDÊNCIAS ASSISTIDAS PARA PESSOAS COM DEFICIÊNCIAS.";"2015-04-22"
"15577";"2015";"14481";"ESTUDOS E PROJETOS / ACESSIBILIDADE DOS SITES GOVERNAMENTAIS ESTADUAIS.";"2015-04-22"
"15578";"2015";"14482";"ESTUDOS E PROJETOS / URBANIZAÇÃO DA LAGOA DE CROATÁ - SÃO GONÇALO DO AMARANTE";"2015-04-22"
"15579";"2015";"14483";"ESTUDOS E PROJETOS / SERVIÇO DE PSICOLOGIA NAS ESCOLAS PÚBLICAS ESTADUAIS.";"2015-04-22"
"15580";"2015";"14484";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO ASFÁLTICA / PERÍMETRO IRRIGADO CURU-PARAIPABA";"2015-04-22"
"15581";"2015";"14485";"ESTUDOS E PROJETOS / INCLUSÃO DE PESSOAS COM DEFICIÊNCIA NAS ESCOLAS PÚBLICAS E";"2015-04-22"
"15582";"2015";"14486";"ESTUDOS E PROJETOS / PISO SALARIAL DOS PROFESSORES DA REDE PÚBLICA ESTADUAL";"2015-04-22"
"15583";"2015";"14487";"ESTUDOS E PROJETOS / INSTALAÇÃO DE SISTEMA DE ABASTECIMENTO DE ÁGUA ARACATI (TA";"2015-04-22"
"15584";"2015";"14488";"ESTUDOS E PROJETOS / QUADRA POLIESPORTIVA / PARAIPABA (SETOR D-1)";"2015-04-22"
"15585";"2015";"14489";"ESTUDOS E PROJETOS / GRATUIDADE DE PASSAGENS NO TRANSPORTE COLETIVO PÚBLICO INT";"2015-04-22"
"15586";"2015";"14490";"ESTUDOS E PROJETOS / CADEIRAS ADAPTADAS PARA PESSOAS COM DEFICIÊNCIA NAS ESCOLA";"2015-04-22"
"15587";"2015";"14491";"ESTUDOS E PROJETOS / TEATRO MUNICIPAL BATURITÉ.";"2015-04-22"
"15588";"2015";"14492";"ESTUDOS E PROJETOS / COMBATE À EXPLORAÇÃO SEXUAL";"2015-04-22"
"15589";"2015";"14493";"ESTUDOS E PROJETOS / RESTAURANTE POPULAR - BATURITÉ";"2015-04-22"
"15590";"2015";"14494";"ESTUDOS E PROJETOS / COMBATE A EXTREMA POBREZA.";"2015-04-22"
"15591";"2015";"14495";"ESTUDOS E PROJETOS / POLÍTICA ESTADUAL DE PREVENÇÃO E TRATAMENTO DOS TRANSTORNO";"2015-04-22"
"15592";"2015";"14496";"ESTUDOS E PROJETOS / PROTEÇÃO SOCIAL À CRIANÇA E AO ADOLESCENTE VÍTIMA DE VIOLÊ";"2015-04-22"
"15593";"2015";"14497";"ESTUDOS E PROJETOS / ERRADICAÇÃO DO TRABALHO INFANTIL NO ESTADO DO CEARÁ.";"2015-04-22"
"15594";"2015";"14498";"ESTUDOS E PROJETOS / QUADRA POLIESPORTIVA - AURORA";"2015-04-22"
"15595";"2015";"14499";"ESTUDOS E PROJETOS / QUADRA POLIESPORTIVA MUCAMBO";"2015-04-22"
"15596";"2015";"14500";"ESTUDOS E PROJETOS / AQUISIÇÃO DE AMBULÂNCIA PARA O MUNICÍPIO DE MUCAMBO";"2015-04-22"
"15597";"2015";"14501";"ESTUDOS E PROJETOS / QUADRA POLIESPORTIVA / PACAJUS";"2015-04-22"
"15598";"2015";"14502";"ESTUDOS E PROJETOS / CAMINHÃO PARA COLETA DE LIXO / AURORA";"2015-04-22"
"15599";"2015";"14503";"ESTUDOS E PROJETOS / SERVIÇO DE MASTOLOGIA ITINERANTE";"2015-04-22"
"15600";"2015";"14504";"ESTUDOS E PROJETOS / AQUISIÇÃO DE AMBULÂNCIA / AURORA";"2015-04-22"
"15601";"2015";"14505";"ESTUDOS E PROJETOS / DUPLICAÇÃO DE RODOVIA (TRIIÂNGULO: MARCO ) CE 7 KM";"2015-04-22"
"15602";"2015";"14506";"ESTUDOS E PROJETOS /  PISTA DE SKATE  PACAJUS";"2015-04-22"
"15603";"2015";"14507";"ESTUDOS E PROJETOS / FORTALECIMENTO DA INFRAESTRUTURA LABORATORIAL DA URCA";"2015-04-22"
"15604";"2015";"14508";"ESTUDOS E PROJETOS / ESCOLA PROFISSIONALIZANTE-JIJOCA";"2015-04-22"
"15605";"2015";"14509";"ESTUDOS E PROJETOS / AGRICULTURA FAMILIAR/BELA CRUZ.";"2015-04-22"
"15606";"2015";"14510";"ESTUDOS E PROJETOS / PAVIMETAÇÃO DE RODOVIA/PALMÁCIA(TIMBAUBAS - SACO VERDE)";"2015-04-22"
"15607";"2015";"14511";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO DE RODOVIA/ TRAIRI (CANAÃ-MUNDAÚ)";"2015-04-22"
"15608";"2015";"14512";"ESTUDOS E PROJETOS / PONTE SOBRE O RIO JAGUARIBE/ ITAIÇABA";"2015-04-22"
"15609";"2015";"14513";"ESTUDOS E PROJETOS / PAVIMENTAÇÃO DE RODOVIA / AMONTADA (SABIAGUABA-SEDE)";"2015-04-22"
"15610";"2015";"14514";"ESTUDOS E PROJETOS / DELEGACIA DA MULHER / TIANGUÁ";"2015-04-22"
"15611";"2015";"14515";"ESTUDOS E PROJETOS / DELEGACIA DA MULHER / ACARAÚ";"2015-04-22"
"15612";"2015";"14516";"ESTUDOS E PROJETOS / CISTERNAS DE PLACA / AMONTADA";"2015-04-22"
"15613";"2015";"14517";"ESTUDOS E PROJETOS / COBERTURA DE QUADRA POLIESPORTIVA / MORAÚJO (GOIANINHA)";"2015-04-22"
"15614";"2015";"14520";"ESTUDOS E PROJETOS / CEO REGIONAL / RERIUTABA";"2015-04-22"
"15615";"2015";"14521";"ESTUDOS E PROJETOS / PASSAGEM MOLHADA - CRATEÚS (SANTO ANTÔNIO)";"2015-04-22"
"15616";"2015";"14522";"ESTUDOS E PROJETOS / URBANIZAÇÃO DO AÇUDE BANABUIÚ";"2015-04-22"
"15617";"2015";"14523";"ESTUDOS E PROJETOS / SEDE DA ASSOCIAÇÃO DOS MORADORES DE PACAJUS (BANGUÊ)";"2015-04-22"
"15618";"2015";"14524";"ESTUDOS E PROJETOS / REDE DE ABASTECIMENTO DÁGUA - CRATEÚS (CABEÇA DE ONÇA)";"2015-04-22"
"15619";"2015";"14525";"ESTUDOS E PROJETOS / ADUTORA DO RIO POTI - SÍTIO ESCURO (CRATEÚS)";"2015-04-22"
"15620";"2015";"14526";"ESTUDOS E PROJETOS / CENTRO MULTIMÍDIA DE COMUNICAÇÃO E INCLUSÃO DIGITAL/FORTAL";"2015-04-22"
"15621";"2015";"14527";"ESTUDOS E PROJETOS / QUADRA POLIESPORTIVA/GUARACIABA DO NORTE";"2015-04-22"
"15622";"2015";"14528";"ESTUDOS E PROJETOS / DISTRITO INDUSTRIAL APUIARÉS.";"2015-04-22"
"15623";"2015";"14529";"ESTUDOS E PROJETOS / REDE DE ABASTECIMENTO DÁGUA - CRATEÚS (LAJE E LADEIRA)";"2015-04-22"
"15624";"2015";"14530";"ESTUDOS E PROJETOS / ADUTORA DE IBIAPABA/ AÇUDE JAFURU/ GUARACIABA DO NORTE";"2015-04-22"
"15625";"2015";"14531";"ESTUDOS E PROJETOS / QUADRA POLIESPORTIVA / GUARACIABA DO NORTE.";"2015-04-22"
"15626";"2015";"14533";"ESTUDOS E PROJETOS / DISTRITO INDUSTRIAL / AMONTADA";"2015-04-22"
"15627";"2015";"14536";"ESTUDOS E PROJETOS / CENTRO DE REFERÊNCIA PARA TRATAMENTO DE USUÁRIOS DE CRACK";"2015-04-22"
